Label	Weight	Text
l_General	1	necesito adelantar el pago de mi recibo
l_General	1	cuanto debo de saldo a capital
l_General	1	yo casi no cocino, porque me cobran tanto consumo
l_General	1	a parte del certificado que otros documentos necesito para cambiar mi factura
l_General	1	mostrar menú
l_General	1	cambio de nombre comercial
l_General	1	imprimir factura pagada de
l_General	1	cuánto debo cancelar para pagar toda la financiación
l_General	1	quiero detallado de las facturas
l_General	1	como puedo terminar mi contrato
l_General	1	el señor xxx identificado con # si es de la empresa
l_General	1	necesito un duplicado de la factura
l_General	1	para validar si el señor con cedula xxx trabaja con ustedes
l_General	1	quiero un certificación de la cancelación de mi deuda
l_General	1	consulta y generacion de factura
l_General	1	porque tan cara mi factura
l_General	1	cual es el menu
l_General	1	cuando me vuelven a reconectar el servicio
l_General	1	me suspendieron, cuando me reconectan el servicio
l_General	1	ya pague como hago para que me reconecten
l_General	1	necesito imprimir mi factura
l_General	1	que tengo que hacer para pagar mi credito en otra casa
l_General	1	por aquí puedo saber cuánto debo de mi financiación
l_General	1	por este medio peudo imprimir estado de cuenta
l_General	1	quiero hacer un prepago a mi recibo
l_General	1	que debo presentar para cambiar el nombre
l_General	1	menú
l_General	1	quiero abonar a mi recibo
l_General	1	derecho sí
l_General	1	ahora no
l_General	1	que debo hacer para financiar por brilla
l_General	1	puedo cambiar el nombre comercial
l_General	1	prepago factura
l_General	1	imprimir paz y salvo de mi financiación
l_General	1	cual es el menú
l_General	1	por aquí puedo conocer el saldo de mi diferido
l_General	1	cambiar de titular
l_General	1	me llegó más cara mi factura
l_General	1	no estoy de acuerdo con mi consumo
l_General	1	exencion de la contribución
l_General	1	deuda diferida
l_General	1	suena perfecto
l_General	1	donde puedo adquirir un seguro con brilla
l_General	1	por este medio puedo imprimir un certificado de la cancelacion de mi deuda
l_General	1	deseo pagar anticipada mi factura
l_General	1	terminacion de contrato
l_General	1	adelantar pago de factura
l_General	1	aquí puedo saber mi valor a pagar y la fecha limite de pago
l_General	1	agradezco se sirvan revisar el estado de facturaciòn, ya que se viene presentando un incremento injustificado
l_General	1	informacion reconexion
l_General	1	muy bien
l_General	1	a mi vecino la facturan por menor valor
l_General	1	cuando es la fecha limite de pago de mi factura
l_General	1	incendio en el hogar
l_General	1	no más no
l_General	1	necesito adelantar el pago de mi factura
l_General	1	puedo salir
l_General	1	por aquí puedo imprimir un paz y salvo de brilla
l_General	1	como puedo saber si ya pague
l_General	1	quiero saber cual es el valor del saldo a capital
l_General	1	por aquí puedo imprimir un certificado de mi factura
l_General	1	quiero cambiar el suscriptor
l_General	1	cuando me reconectan el servicio, como hago para cambiar el cable de la acometida
l_General	1	soy una empresa que tiene derecho al no cobro de la contribución
l_General	1	necesito reconectar el servicio
l_General	1	bien
l_General	1	imprimir estado de cuenta
l_General	1	no puedo pagar toda el recibo y quiero hacer un abono
l_General	1	aquí puedo saber el valor de mi factura y la feca limite
l_General	1	quiero cambiar el titular
l_General	1	como puedo solicitar mi revision periodica
l_General	1	cuando se vence mi factura
l_General	1	salir
l_General	1	como puedo utilizar el cupo brilla
l_General	1	mostrar menu
l_General	1	no puedo pagar toda la factura y quiero hacer un abono
l_General	1	quiero una certificación de mi factura
l_General	1	quiero que mi recibo llegue a otro nombre
l_General	1	necesito pagar mi recibo y se me perdio
l_General	1	por aqui puedo adquirir mi seguro brilla
l_General	1	no dejarlo
l_General	1	certificado de tus recibos
l_General	1	aquí puedo imprmir mi recibo
l_General	1	generar recibo para un pago adelantado
l_General	1	deseo un paz y salvo de mi financiación
l_General	1	como puedo saber si ya pagaron la factura del mes
l_General	1	cuánto falta pagar por margen de promoción
l_General	1	como compruebo que la persona que esta en mi predio es empleado de ustedes
l_General	1	quiero adelantar un pago
l_General	1	toma de lectura
l_General	1	requiero un certificado de pago
l_General	1	necesito la referencia de pago
l_General	1	relacion de los pagos realizados
l_General	1	certificado de pago
l_General	1	no deseo pagar contribucion
l_General	1	cuando sera mi proxima revision
l_General	1	cuando vienen a tomar lectura a mi casa
l_General	1	cuál es mi deuda en
l_General	1	cuánto falta pagar por servicios adicionales
l_General	1	aquí puedo descargar el estado de cuenta
l_General	1	cuanto debo de mi factura
l_General	1	comprar seguro de vida con brilla
l_General	1	por aquí puedo imrimir un paz y salvo de mi deuda
l_General	1	deseo adquirir un seguro
l_General	1	donde o como puedo realizar el cambio de nombre residencial
l_General	1	mi recibo ha subido
l_General	1	imprimir certificado de deuda diferida
l_General	1	como puedo usar el cupo brilla
l_General	1	cual es el saldo actual de mi factura
l_General	1	abona a tu factura
l_General	1	necesito saber que facturas he pagado
l_General	1	puedo trasladar mi servicio
l_General	1	compre el predio y no voy a pagar la deuda de brilla
l_General	1	deseo cancelar solo el brilla
l_General	1	cuánto falta pagar por obra civil
l_General	1	cuál fue el último valor cancelado
l_General	1	quiero solicitar mi revision periodica
l_General	1	por aquí puedo generar un certificado de paz y salvo de mi deuda
l_General	1	no está mal
l_General	1	cerificado deuda diferida
l_General	1	quiero saber que facturas cancele durante x fechas
l_General	1	negativo
l_General	1	exoneracion de pago de contribucion
l_General	1	gran
l_General	1	por aquí puedo imprimir una constancia de pago
l_General	1	como puedo financiar
l_General	1	suena bien gracias
l_General	1	como puedo consultar mi cupo brilla
l_General	1	para saber si este funcionario pertenece a la empresa
l_General	1	aquí puedo imprmir mi factura
l_General	1	cuándo se vence mi factura
l_General	1	ya no quiero contrato con ustedes
l_General	1	porque mi factura me llegó tan alta
l_General	1	necesito saber que recibos he pagado
l_General	1	soporte de pago del ultimo mes
l_General	1	muchas gracias
l_General	1	necesito salir
l_General	1	como imprimir un certificado de pago
l_General	1	quiero ver el menú
l_General	1	quiero cancelar mi contrato
l_General	1	se me perdio la factura y necesito pagar por aquí me pueden indicar el numero de cupon para pagar
l_General	1	mi factura ha subido
l_General	1	cupo d brilla
l_General	1	soporte de pago del ultimo trimestre
l_General	1	con que dato imprimo mi factura
l_General	1	quiero validar si esta persona trabaja con ustedes
l_General	1	proxima revision
l_General	1	ese derecho
l_General	1	que debo hacer para no pagar la contribución
l_General	1	adquirir seguro brilla
l_General	1	hay una persona en mi casa y dice que viene de la empresa
l_General	1	quiero consultar mi cupo brilla
l_General	1	un anticipo de mi recibo
l_General	1	soporte de pago
l_General	1	certificado de pago de los meses
l_General	1	sí
l_General	1	generar constancia de pago
l_General	1	tengo un incremento en mi factura
l_General	1	adquirir seguro
l_General	1	estado de solicitud pqr
l_General	1	como puedo obtener el credito brilla
l_General	1	se me perdio la factura y necesito pagar por aquí me pueden indicar la fecha de pago y el valor a pagar
l_General	1	aquí me pueden dar un duplicado de mi recibo
l_General	1	cupo de brilla
l_General	1	no, yo no quiero que
l_General	1	solicitud pqr
l_General	1	sí amigo
l_General	1	seguro que no
l_General	1	perfecto
l_General	1	como me pueden exonerar de la contribución
l_General	1	tengo un daño en la red de gas
l_General	1	suena bien
l_General	1	quiero salir
l_General	1	sí fresco
l_General	1	quiero consultar mi factura
l_General	1	no en este momento
l_General	1	tengo derecho al no cobro de contribucion
l_General	1	quiero un certificado de los valores cobrados en mi recibo
l_General	1	quiero que me quiten ese crédito de brilla, no es mio
l_General	1	claro
l_General	1	necesito conocer la fecha de pago de mi factura
l_General	1	sin duda
l_General	1	deseo terminar mi contrato
l_General	1	venga, sí
l_General	1	que paso con la facturacion del mes que llego con un valor muy alto
l_General	1	deseo generar mi factura
l_General	1	deseo hacer un abono a mi recibo
l_General	1	quiero ver el menu
l_General	1	el señor con cedula xxx dice que viene de su empresa a realizar una revision
l_General	1	mi factura ha aumentado
l_General	1	cuánto debo de mi financiación
l_General	1	no quiero pagar la contribucion
l_General	1	requiero una constancia de pagos
l_General	1	quiero un certificado de los valores cobrados en mi factura
l_General	1	en que fecha se hara mi revision periodica
l_General	1	generar certificado de deuda diferida
l_General	1	utiliza tu cupo
l_General	1	necesito mi revision periodica
l_General	1	necesito imprimir mi recibo
l_General	1	aquí puedo descargar un certificado de la cancelacion de mi deuda
l_General	1	qué estoy debiendo de saldo a capital
l_General	1	cupo de brila
l_General	1	por que no me han hecho la reconexion
l_General	1	quiero abonar a mi factura
l_General	1	me puedes mostrar el menú
l_General	1	necesito pagar mi factura y se me perdio
l_General	1	quiero una certificación de mi recibo
l_General	1	quiero una constancia de cancelación total de crédito de brilla
l_General	1	quiero saber que recibos cancele durante x fechas
l_General	1	pago de contribucion
l_General	1	como retiro el gas de un local que ya no es mio
l_General	1	imprimir certificación de la cancelación de mi deuda
l_General	1	tipos de seguros
l_General	1	esta una persona en mi casa y quiero saber si trabaja para ustedes
l_General	1	reclamo por exceso de cobro de la factura
l_General	1	cuando me realizan la reconexion del servicio
l_General	1	como me pueden exonerar de pagar la contribución
l_General	1	por aquí me generan un certificado de los valores cobrados en mi recibo
l_General	1	valida tu consumo
l_General	1	quiero pagar una parte de mi recibo
l_General	1	estado sqr
l_General	1	fecha proxima revisión periódica
l_General	1	compra tu seguro brilla
l_General	1	a donde me dirijo para un crédito con brilla
l_General	1	adquirir seguro de vida brilla
l_General	1	consumo facturado
l_General	1	tengo una fuga dentro del hogar
l_General	1	ya no quiero el servicio de energia
l_General	1	adquirir un seguro con brilla
l_General	1	identidad de funcionario
l_General	1	por aquí me generan un certificado de los valores cobrados en mi factura
l_General	1	necesito el código para pagar por internet
l_General	1	cuál es el número de cupón
l_General	1	como puedo saber que recibos pague
l_General	1	cuando fue mi ultima toma de lectura
l_General	1	me suena bien
l_General	1	exento de la contribucion
l_General	1	ya pague el servicio, me reconectan la energia ya mismo
l_General	1	tengo dudas con mi consumo
l_General	1	quiero imprimir un cupon de pago anticipado
l_General	1	quiero un paz y salvo de mi servicio
l_General	1	consultat estado reconexión por pago
l_General	1	deseo hacer un abono a mi factura
l_General	1	necesito saber cuanto debo hasta hoy
l_General	1	imprimir certificado de factura
l_General	1	ya no quiero el servicio
l_General	1	por aquí puedo imprimir un certificado de pago
l_General	1	descargar constancia de pago
l_General	1	la deuda no es mia
l_General	1	ya cancelé el crédito de brilla y requiero un paz y salvo
l_General	1	yo no pago contribucion
l_General	1	sacar a credito con brilla
l_General	1	está bien
l_General	1	sí bueno
l_General	1	deseo una constancia de no deuda
l_General	1	como realizar cambio de titular
l_General	1	no no que uno
l_General	1	tengo una emergencia
l_General	1	adquiere tu seguro
l_General	1	conocer mi ultima lectura
l_General	1	quiero pagar una parte de mi factura
l_General	1	no no gracias
l_General	1	quiero adquirir mi seguro brilla
l_General	1	cuál es el valor de mi ultimo pago
l_General	1	estoy en desacuerdo con mi factura
l_General	1	estado de solicitud pqrs
l_General	1	quiero consultar mi recibo
l_General	1	cuál es mi saldo pendiente por pagar
l_General	1	cambiar el recibo a otro nombre
l_General	1	pagar mi deuda en otra casa
l_General	1	puedo financiar con brilla
l_General	1	cambiar la cuenta a otro nombre
l_General	1	necesito un certificado de pago
l_General	1	deseo abonar a brilla
l_General	1	explosion en el hogar
l_General	1	no me gusta
l_General	1	resumen de estado de cuenta
l_General	1	solicite su revision periodica
l_General	1	por aquí puedo saber que me cobraron el mes de
l_General	1	reconexion del servicio
l_General	1	cuanto se demoran en reconectarme
l_General	1	cupon pago anticipado
l_General	1	tengo un a persona de quavii, para saber si es de la empresa
l_General	1	cuando me reconectan
l_General	1	quiero un certificado de mi factura
l_General	1	solicito me expliquen porque se me promedio para la facturación del mes
l_General	1	hasta cuando tengo plazo de pagar mi factura
l_General	1	como hago para quitar la red de mi local
l_General	1	deseo pagar anticipado mi recibo
l_General	1	con que dato imprimo mi recibo
l_General	1	no no
l_General	1	necesito el recibo de mi factura
l_General	1	quiero imprimir un cupon para brilla
l_General	1	por aquí me pueden dar informacion de cuando debo pagar mi factura
l_General	1	quiero pagar por adelantado
l_General	1	como realizar cambio de nombre
l_General	1	tengo cupo y quiero comprar un producto con brilla
l_General	1	qué valor debo de mi factura
None	1	quiero todos ellos
None	1	todos ellos
None	1	empezar
q_Chitchat	1	quiero hacer un prepago a mi factura
q_Chitchat	1	Expliqueme donde aparece desde que fecha me estan cobrando el consumo de este mes
q_Chitchat	1	El cupo no me alcanza, tengo varios contratos, puedo unirlos
q_Chitchat	1	Donde puedo  sacar productos con el cupo que aparece en mi factura
q_Chitchat	1	cuanto debo de mi factura
q_Chitchat	1	como puedo imprimir mi recibo
q_Chitchat	1	quiero una certificación de los pagos
q_Chitchat	1	mi recibo ha subido
q_Chitchat	1	se me perdio el recibo y necesito pagar por aquí me pueden indicar el numero de cupon para pagar
q_Chitchat	1	Cada cuanto debo de hacer la Revision periodica
q_Chitchat	1	relacion de los pagos realizados
q_Chitchat	1	Costo de la visita tecnica
q_Chitchat	1	No quiero que usen mi cupo de brilla
q_Chitchat	1	no entiendo por que me facturar alumbrado publico
q_Chitchat	1	necesito el número de cupón para pagar
q_Chitchat	1	con que dato imprimo mi factura
q_Chitchat	1	necesito pagar mi factura y se me perdio
q_Chitchat	1	los productos pagados con brilla tienen garantia
q_Chitchat	1	como hago para que no se pueda sacar nada por el recibo
q_Chitchat	1	pago
q_Chitchat	1	En cuanto esta el kilovatio en este mes
q_Chitchat	1	CUAL ES EL TIEMPO LIMITE PARA RECLAMAR POR UN PRODUCTO
q_Chitchat	1	adquirir seguro de vida brilla
q_Chitchat	1	necesito saber que puedo sacar con brilla, me dan la plata
q_Chitchat	1	necesito el recibo de mi factura
q_Chitchat	1	Como puedo concer lo que me cobran en el recibo
q_Chitchat	1	Proceso de reconexion
q_Chitchat	1	Revision obligatoria
q_Chitchat	1	solicita revision de la red
q_Chitchat	1	no puedo pagar toda el recibo y quiero hacer un abono
q_Chitchat	1	REPARACION DE INTALACION DEL GAS
q_Chitchat	1	estoy en desacuerdo con mi recibo
q_Chitchat	1	necesito un seguro
q_Chitchat	1	por aquí puedo imprimir un certificado de mi recibo
q_Chitchat	1	cuales son los almacenes que tienen convenio
q_Chitchat	1	El titular del credito fallecio
q_Chitchat	1	como hago para sumar cupos
q_Chitchat	1	aquí me pueden dar un duplicado de mi recibo
q_Chitchat	1	como hago para unir todas las deudas brilla en una sola
q_Chitchat	1	convenios  almacenes brilla
q_Chitchat	1	a mi vecino la facturan por menor valor
q_Chitchat	1	Como unificar mis cupos en uno solo
q_Chitchat	1	quiero saber el historial de mi factura
q_Chitchat	1	necesito adelantar el pago de mi factura
q_Chitchat	1	se me perdio la factura y necesito pagar por aquí me pueden indicar el numero de cupon para pagar
q_Chitchat	1	como hacer un acuerdo de pago
q_Chitchat	1	Que debo hacer para obtener la garantia
q_Chitchat	1	aquí puedo imprmir mi recibo
q_Chitchat	1	solicito me expliquen porque se me promedio para la facturación del mes
q_Chitchat	1	En cuantos dias me realizan la visita
q_Chitchat	1	porque me están cobrando ese consumo
q_Chitchat	1	por aquí puedo imprimir una constancia de pago
q_Chitchat	1	necesito saber que facturas he pagado
q_Chitchat	1	solicitud pqr
q_Chitchat	1	prepago recibo
q_Chitchat	1	quiero realizar un pago con tarjeta de credito
q_Chitchat	1	se me perdio la factura y necesito pagar por aquí me pueden indicar la fecha de pago y el valor a pagar
q_Chitchat	1	Proveedores brilla por ciudad
q_Chitchat	1	Solicito informacion contenido del recibo
q_Chitchat	1	adquirir seguro
q_Chitchat	1	para saber si este funcionario pertenece a la empresa
q_Chitchat	1	seguro
q_Chitchat	1	como puedo saber si ya pague
q_Chitchat	1	EN CUANTO TIEMPO ME VAN A SOLUCIONAR MI RECLAMO
q_Chitchat	1	Quiero saber que es lo que me cobran en las facturas
q_Chitchat	1	Reconexion desde centro de
q_Chitchat	1	brillaa
q_Chitchat	1	que debo hacer para obtener una certificación de lo facturado
q_Chitchat	1	existe la posiblidad de que en dos facturas se pueda acceder a un solo cupo brilla
q_Chitchat	1	Explicacion del recibo
q_Chitchat	1	quiero consultar mi factura
q_Chitchat	1	seguro de fallecido
q_Chitchat	1	por aquí puedo imprimir un certificado de mi factura
q_Chitchat	1	Puedo adquirir materiales articulos para el hogar educacion moto SOAT Tecno mecanica Gasodomesticos
q_Chitchat	1	financiacion brilla
q_Chitchat	1	reconexion desde el medidor
q_Chitchat	1	duplicado de factura
q_Chitchat	1	quiero detallado de las facturas
q_Chitchat	1	imprimir constancia de pago
q_Chitchat	1	quiero adquirir un seguro brilla
q_Chitchat	1	Necesito de la certificacion de la red
q_Chitchat	1	aquí puedo saber el valor de mi factura y la feca limite
q_Chitchat	1	soporte de pago
q_Chitchat	1	no entiendo los cobros que llegan en el recibo
q_Chitchat	1	imprimir recibo pagado de
q_Chitchat	1	necesito imprimir mi factura
q_Chitchat	1	reclamo por exceso de cobro de la factura
q_Chitchat	1	quiero hacer un pago
q_Chitchat	1	No quiero seguir con un seguro que tengo en la factura
q_Chitchat	1	RECLAMA POR EL CONSUMO ALTO FACTURADO
q_Chitchat	1	solicito el favor se me informe donde esta el costo del consumo
q_Chitchat	1	fecha proxima revision periodica
q_Chitchat	1	Cada cuanto van los tecnicos para mantenimiento
q_Chitchat	1	En cuanto tiempo me da respuesta de la solicitud que radique
q_Chitchat	1	Que se puede financiar con brilla
q_Chitchat	1	Puedo pagar con varios cupos brilla
q_Chitchat	1	cupon pago anticipado
q_Chitchat	1	como puedo saber que recibos pague
q_Chitchat	1	donde puedo imprimir mi recibo
q_Chitchat	1	cuando me reconectan
q_Chitchat	1	Que requisitos debo presentar para bloquear mi factura
q_Chitchat	1	por este medio peudo imprimir estado de cuenta
q_Chitchat	1	Reportar fallecido
q_Chitchat	1	yo casi no cocino, porque me cobran tanto consumo
q_Chitchat	1	RECONEXION DESDE EL MEDIDOR
q_Chitchat	1	QUIERO HACER UN RECLAMO
q_Chitchat	1	Que tramite hay que hacer y cuanto cuesta una revision periodica
q_Chitchat	1	agradezco se sirvan revisar el estado de facturaciòn, ya que se viene presentando un incremento injustificado
q_Chitchat	1	cupon anticipado
q_Chitchat	1	Cuanto se demoran en arreglar el daño
q_Chitchat	1	Me llego carta de la revision
q_Chitchat	1	el señor xxx identificado con # si es de la empresa
q_Chitchat	1	Como puedo obtener el cupo Brilla
q_Chitchat	1	Necesito instalar el calentador estufa cocina
q_Chitchat	1	que se hace para que no le acepten pagos por cuotas al inquilino
q_Chitchat	1	En cuanto tiempo los tecnicos atienden mi solicitud
q_Chitchat	1	donde puedo ir para sacar un producto con brilla
q_Chitchat	1	Saldo a capital
q_Chitchat	1	no estoy de acuerdo con mi consumo
q_Chitchat	1	en cuantos dias me dan la respuesta demi pqr en la empresa
q_Chitchat	1	necesito saber que es lo que me estan cobrando
q_Chitchat	1	Cual es el precio que estan cobrando por
q_Chitchat	1	como hago para financiar con brilla
q_Chitchat	1	generar recibo para un pago adelantado
q_Chitchat	1	Donde o como puedo presentar una solicitud por la garantia de un electrodomestico
q_Chitchat	1	Necesito cotizar un multiservicio
q_Chitchat	1	quiero pagar una parte de mi factura
q_Chitchat	1	donde encuentro el precio del
q_Chitchat	1	Brillaa
q_Chitchat	1	solicita tu pago anticipado
q_Chitchat	1	EN CUANTO TIEMPO SE VAN A ACERCAR A MI DOMICILIO
q_Chitchat	1	quiero un certificado de mi recibo
q_Chitchat	1	Cuando me realizar la reconexion del servicio
q_Chitchat	1	no entiendo los cobros que llegan en la factura
q_Chitchat	1	hay una persona en mi casa y dice que viene de la empresa
q_Chitchat	1	como hago para pedir la garantia
q_Chitchat	1	Servicio funerario
q_Chitchat	1	Recien compre un producto y no sirve, necesito que me respondan
q_Chitchat	1	como hago para que me reconectene el servicio
q_Chitchat	1	El valor del cargo de conexion
q_Chitchat	1	quiero consultar mi cupo brilla
q_Chitchat	1	ya pague como hago para que me reconecten
q_Chitchat	1	como hago para cancelar el seguro
q_Chitchat	1	no he utilizado todo ese consumo o servicio
q_Chitchat	1	brilla me puede prestar para
q_Chitchat	1	como hago para que vengan hacerme un arreglo
q_Chitchat	1	como puedo saber que facturas pague
q_Chitchat	1	Cuando vienen a realizar mi servicio
q_Chitchat	1	Los productos tienen garantia
q_Chitchat	1	imprimir resumen estado de cuenta
q_Chitchat	1	esta una persona en mi casa y quiero saber si trabaja para ustedes
q_Chitchat	1	Presento reclamo u queja por alto costo en la factura
q_Chitchat	1	deseo adquirir un seguro
q_Chitchat	1	me llegó más cara mi factura
q_Chitchat	1	me parece que me estan cobrando mas
q_Chitchat	1	porque tan cara mi factura
q_Chitchat	1	Que necesito para que no se haga uso del cupo brilla
q_Chitchat	1	cual es el saldo actual de mi factura
q_Chitchat	1	identidad de funcionario
q_Chitchat	1	como puedo obtener el credito brilla
q_Chitchat	1	quiero un soporte de pago del ultimo año
q_Chitchat	1	requiero realizar un pago anticipado
q_Chitchat	1	Cual es la tarifa vigente
q_Chitchat	1	estado de solicitud pqrs
q_Chitchat	1	generar constancia de pago
q_Chitchat	1	como puedo imprimir mi factura
q_Chitchat	1	comprar seguro de vida con brilla
q_Chitchat	1	tipos de seguros
q_Chitchat	1	donde pueden adquirir electrodomesticos
q_Chitchat	1	por aquí puedo saber que me cobraron el mes de
q_Chitchat	1	Cuando resuelven
q_Chitchat	1	por que no me han hecho la reconexion
q_Chitchat	1	Brila
q_Chitchat	1	puntos de pago
q_Chitchat	1	Cuando me dan respuesta
q_Chitchat	1	cual es mi saldo de brilla
q_Chitchat	1	Eliminar el seguro que tengo
q_Chitchat	1	deseo cambiar mi pago
q_Chitchat	1	quiero un certificado de mi factura
q_Chitchat	1	como hacer pagos
q_Chitchat	1	Datos funeraria
q_Chitchat	1	requieren realizar mantenimiento al medidor
q_Chitchat	1	requiero una constancia de pagos
q_Chitchat	1	compre un articulo y se daño necesito la garantia
q_Chitchat	1	Brilla
q_Chitchat	1	revision periodica
q_Chitchat	1	podria explicarme valores de mi factura
q_Chitchat	1	como puedo unir el cupo de brilla
q_Chitchat	1	Que es la tasa de intereses
q_Chitchat	1	estado sqr
q_Chitchat	1	cuando se vence mi factura
q_Chitchat	1	como son las tarifas de servicios
q_Chitchat	1	Costo de conexion
q_Chitchat	1	Quiero saber que es lo que me cobran en los recibos
q_Chitchat	1	hasta cuando tengo plazo de pagar mi factura
q_Chitchat	1	Brilla
q_Chitchat	1	no puedo pagar todo el recibo y quiero hacer un abono
q_Chitchat	1	debo varias facturas y quiero hacer un abono
q_Chitchat	1	cuando sera la revision periodica
q_Chitchat	1	Necesito un mantenimiento
q_Chitchat	1	Que es recargo por mora
q_Chitchat	1	que documentos debo traer para solicita cancelacion de poliza
q_Chitchat	1	Me puede informar donde puedo sacar a credito un electrodomestico
q_Chitchat	1	Presento reclamo u queja por alto costo en el recibo
q_Chitchat	1	imprimir certificado de recibo
q_Chitchat	1	Si tengo varias casas con cupo y quiero unirlos
q_Chitchat	1	quiero saber que recibos cancele durante x fechas
q_Chitchat	1	certificado de tus facturas
q_Chitchat	1	necesito una visita para el mantenimiento del transformador.
q_Chitchat	1	Que es servicio y servicio publico
q_Chitchat	1	estoy en desacuerdo con mi factura
q_Chitchat	1	cuales es el precio para una nueva matricula
q_Chitchat	1	El valor del M3/KWH
q_Chitchat	1	Quiero cancelar un seguro que aparece en mi factura
q_Chitchat	1	por que subio la tarifa de energia
q_Chitchat	1	deseo pagar el recibo anterior
q_Chitchat	1	donde puedo adquirir un seguro con brilla
q_Chitchat	1	constancia de pago de los meses
q_Chitchat	1	imprimir resumen de lo cobrado el año
q_Chitchat	1	generar cupon para pago anticipado
q_Chitchat	1	prepago factura
q_Chitchat	1	cuál fue el último valor cancelado
q_Chitchat	1	deseo abonar al consumo
q_Chitchat	1	Revision quinquenal
q_Chitchat	1	que debo hacer para que no me llegue el cobro de seguro
q_Chitchat	1	en cuanto tiempo me realizan la visita
q_Chitchat	1	cupon prepago
q_Chitchat	1	Valor energia natural
q_Chitchat	1	Como pudo cobrar la garantia de un producto
q_Chitchat	1	necesito saber que recibos he pagado
q_Chitchat	1	cuando sera mi proxima revision
q_Chitchat	1	EN CUANTO TIEMPO ME DAN LA RESPUESTA AL RECLAMO
q_Chitchat	1	Quiero un credito de brilla
q_Chitchat	1	cuál es el valor de mi ultimo pago
q_Chitchat	1	Que debo hacer para financiar por brilla
q_Chitchat	1	soporte de pago de enero
q_Chitchat	1	Quiero mi revision periodica
q_Chitchat	1	quiero abonar a mi factura
q_Chitchat	1	Tengo un seguro en mi factura y necesito hacerlo efectivo
q_Chitchat	1	quiero un seguro brilla
q_Chitchat	1	requiero un certificado de mi pago
q_Chitchat	1	quiero detallado de los recibos
q_Chitchat	1	soporte de pago del ultimo trimestre
q_Chitchat	1	Cuanto cobran por la reconexion
q_Chitchat	1	Valor de conexion
q_Chitchat	1	Por aqui me pueden explicar mi factura
q_Chitchat	1	cuanto se demora en atender la solicitud
q_Chitchat	1	duda factura
q_Chitchat	1	necesito saber cual es la garantia de un producto que saque con brilla
q_Chitchat	1	Catalogo de servicios brilla
q_Chitchat	1	reconexion
q_Chitchat	1	Como puedo concer lo que me cobran en la factura
q_Chitchat	1	quiero un crédito de brilla
q_Chitchat	1	como hago para acceder a un credito de brilla
q_Chitchat	1	Que productos y o electrodomesticos puedo sacar con el cupo brilla
q_Chitchat	1	Necesito un punto adicional
q_Chitchat	1	Factor de correccion
q_Chitchat	1	exoneracion de pago de contribucion
q_Chitchat	1	abona a tu recibo
q_Chitchat	1	necesito que me hagan una visita para revision del medidor o cambio
q_Chitchat	1	quiero realizar un pago anticipado
